OBJECTID,Province/Territory,Project name,Total project capacity (MW),Turbine identifier,Turbine number in project,Turbine rated capacity (kW),Rotor diameter (m),Hub height (m),Manufacturer,Model,Commissioning date,Latitude,Longitude,Notes
6230,Quebec,Seigneurie de Beaupr�,340,SDB48,48/154,2300,82,85,Enercon,E-82 E2,2013/2014,47,26267147,-70,91649068,
6231,Quebec,Seigneurie de Beaupr�,340,SDB49,49/154,2300,82,85,Enercon,E-82 E2,2013/2014,47,26468674,-70,91922955,
6232,Quebec,Seigneurie de Beaupr�,340,SDB50,50/154,2300,82,85,Enercon,E-82 E2,2013/2014,47,26751351,-70,92190292,
6233,Quebec,Seigneurie de Beaupr�,340,SDB51,51/154,2300,82,85,Enercon,E-82 E2,2013/2014,47,26979451,-70,92720399,
6234,Quebec,Seigneurie de Beaupr�,340,SDB52,52/154,2300,82,85,Enercon,E-82 E2,2013/2014,47,27600503,-70,93272678,
6235,Quebec,Seigneurie de Beaupr�,340,SDB53,53/154,2300,82,85,Enercon,E-82 E2,2013/2014,47,27839712,-70,93347105,
6236,Quebec,Seigneurie de Beaupr�,340,SDB54,54/154,2300,70,85,Enercon,E-70,2013/2014,47,29466299,-70,92699247,
6237,Quebec,Seigneurie de Beaupr�,340,SDB55,55/154,2300,70,85,Enercon,E-70,2013/2014,47,29263182,-70,92234181,
6238,Quebec,Seigneurie de Beaupr�,340,SDB56,56/154,2300,70,85,Enercon,E-70,2013/2014,47,29054606,-70,91654581,
6239,Quebec,Seigneurie de Beaupr�,340,SDB57,57/154,2300,70,64,Enercon,E-70,2013/2014,47,28787062,-70,91648945,
6240,Quebec,Seigneurie de Beaupr�,340,SDB58,58/154,2300,70,85,Enercon,E-70,2013/2014,47,28614528,-70,90902402,
6241,Quebec,Seigneurie de Beaupr�,340,SDB59,59/154,2300,70,85,Enercon,E-70,2013/2014,47,29357906,-70,91686419,
6242,Quebec,Seigneurie de Beaupr�,340,SDB60,60/154,2300,70,85,Enercon,E-70,2013/2014,47,29636201,-70,91520191,
6243,Quebec,Seigneurie de Beaupr�,340,SDB61,61/154,2300,70,85,Enercon,E-70,2013/2014,47,30030578,-70,84818716,
6244,Quebec,Seigneurie de Beaupr�,340,SDB62,62/154,2000,82,85,Enercon,E-82,2013/2014,47,30279344,-70,84386658,
6245,Quebec,Seigneurie de Beaupr�,340,SDB63,63/154,2300,70,85,Enercon,E-70,2013/2014,47,30632759,-70,83681756,
6246,Quebec,Seigneurie de Beaupr�,340,SDB64,64/154,2300,70,85,Enercon,E-70,2013/2014,47,3044298,-70,83732794,
6247,Quebec,Seigneurie de Beaupr�,340,SDB65,65/154,2300,70,85,Enercon,E-70,2013/2014,47,30203738,-70,83678007,
6248,Quebec,Seigneurie de Beaupr�,340,SDB66,66/154,2300,70,85,Enercon,E-70,2013/2014,47,3085597,-70,83475594,
6249,Quebec,Seigneurie de Beaupr�,340,SDB67,67/154,2300,70,85,Enercon,E-70,2013/2014,47,31040534,-70,83135509,
6250,Quebec,Seigneurie de Beaupr�,340,SDB68,68/154,2000,82,85,Enercon,E-82,2013/2014,47,3114471,-70,82616399,
6251,Quebec,Seigneurie de Beaupr�,340,SDB69,69/154,2000,82,85,Enercon,E-82,2013/2014,47,31395858,-70,82623007,
6252,Quebec,Seigneurie de Beaupr�,340,SDB70,70/154,2000,82,85,Enercon,E-82,2013/2014,47,31544384,-70,83206241,
6253,Quebec,Seigneurie de Beaupr�,340,SDB71,71/154,2300,70,85,Enercon,E-70,2013/2014,47,32562012,-70,82457648,
6254,Quebec,Seigneurie de Beaupr�,340,SDB72,72/154,2000,82,85,Enercon,E-82,2013/2014,47,32792498,-70,82824313,
6255,Quebec,Seigneurie de Beaupr�,340,SDB73,73/154,2000,82,85,Enercon,E-82,2013/2014,47,32797349,-70,81827201,
6256,Quebec,Seigneurie de Beaupr�,340,SDB74,74/154,2000,82,85,Enercon,E-82,2013/2014,47,32819559,-70,81237766,
6257,Quebec,Seigneurie de Beaupr�,340,SDB75,75/154,2000,82,85,Enercon,E-82,2013/2014,47,33183662,-70,81045375,
6258,Quebec,Seigneurie de Beaupr�,340,SDB76,76/154,2000,82,85,Enercon,E-82,2013/2014,47,33379699,-70,81580641,
6259,Quebec,Seigneurie de Beaupr�,340,SDB77,77/154,2000,82,85,Enercon,E-82,2013/2014,47,336471,-70,815422,
6260,Quebec,Seigneurie de Beaupr�,340,SDB78,78/154,2000,82,85,Enercon,E-82,2013/2014,47,34208577,-70,80922341,
6261,Quebec,Seigneurie de Beaupr�,340,SDB79,79/154,2300,70,85,Enercon,E-70,2013/2014,47,34140402,-70,79985229,
6262,Quebec,Seigneurie de Beaupr�,340,SDB80,80/154,2000,82,85,Enercon,E-82,2013/2014,47,33374288,-70,80260979,
6263,Quebec,Seigneurie de Beaupr�,340,SDB81,81/154,2000,82,85,Enercon,E-82,2013/2014,47,33047391,-70,80322242,
6264,Quebec,Seigneurie de Beaupr�,340,SDB82,82/154,2000,82,98,Enercon,E-82,2013/2014,47,31435099,-70,84420097,
6265,Quebec,Seigneurie de Beaupr�,340,SDB83,83/154,2300,70,85,Enercon,E-70,2013/2014,47,31071168,-70,84622236,
6266,Quebec,Seigneurie de Beaupr�,340,SDB84,84/154,2000,82,98,Enercon,E-82,2013/2014,47,33888867,-70,83609915,
6267,Quebec,Seigneurie de Beaupr�,340,SDB85,85/154,2000,82,85,Enercon,E-82,2013/2014,47,33558357,-70,82583407,
6268,Quebec,Seigneurie de Beaupr�,340,SDB86,86/154,2000,82,85,Enercon,E-82,2013/2014,47,33359338,-70,86429951,
6269,Quebec,Seigneurie de Beaupr�,340,SDB87,87/154,2300,70,85,Enercon,E-70,2013/2014,47,3365336,-70,86017994,
6270,Quebec,Seigneurie de Beaupr�,340,SDB88,88/154,2300,70,85,Enercon,E-70,2013/2014,47,33940591,-70,85859154,
6271,Quebec,Seigneurie de Beaupr�,340,SDB89,89/154,2300,70,85,Enercon,E-70,2013/2014,47,34270339,-70,85730734,
6272,Quebec,Seigneurie de Beaupr�,340,SDB90,90/154,2000,82,85,Enercon,E-82,2013/2014,47,3448331,-70,85952977,
6273,Quebec,Seigneurie de Beaupr�,340,SDB91,91/154,2000,82,85,Enercon,E-82,2013/2014,47,34748841,-70,861533,
6274,Quebec,Seigneurie de Beaupr�,340,SDB92,92/154,2000,82,85,Enercon,E-82,2013/2014,47,35006392,-70,86217653,
6275,Quebec,Seigneurie de Beaupr�,340,SDB93,93/154,2000,82,85,Enercon,E-82,2013/2014,47,35269077,-70,86294517,
6276,Quebec,Seigneurie de Beaupr�,340,SDB94,94/154,2300,70,85,Enercon,E-70,2013/2014,47,35535414,-70,86454395,
6277,Quebec,Seigneurie de Beaupr�,340,SDB95,95/154,2300,70,85,Enercon,E-70,2013/2014,47,35743508,-70,87028838,
6278,Quebec,Seigneurie de Beaupr�,340,SDB96,96/154,2000,82,85,Enercon,E-82,2013/2014,47,35423442,-70,87109742,
6279,Quebec,Seigneurie de Beaupr�,340,SDB97,97/154,2000,82,85,Enercon,E-82,2013/2014,47,35247525,-70,87526516,
6280,Quebec,Seigneurie de Beaupr�,340,SDB98,98/154,2000,82,85,Enercon,E-82,2013/2014,47,3513597,-70,88094164,
6281,Quebec,Seigneurie de Beaupr�,340,SDB99,99/154,2300,70,85,Enercon,E-70,2013/2014,47,35782921,-70,87734568,
6282,Quebec,Seigneurie de Beaupr�,340,SDB100,100/154,2000,82,98,Enercon,E-82,2013/2014,47,36167912,-70,8715581,
6283,Quebec,Seigneurie de Beaupr�,340,SDB101,101/154,2000,82,85,Enercon,E-82,2013/2014,47,35742291,-70,85985815,
6284,Quebec,Seigneurie de Beaupr�,340,SDB102,102/154,2000,82,85,Enercon,E-82,2013/2014,47,35998215,-70,85767742,
6285,Quebec,Seigneurie de Beaupr�,340,SDB103,103/154,2300,70,85,Enercon,E-70,2013/2014,47,36306304,-70,85828298,
6286,Quebec,Seigneurie de Beaupr�,340,SDB104,104/154,2000,82,85,Enercon,E-82,2013/2014,47,36488391,-70,85367259,
6287,Quebec,Seigneurie de Beaupr�,340,SDB105,105/154,2000,82,85,Enercon,E-82,2013/2014,47,36477213,-70,84661267,
6288,Quebec,Seigneurie de Beaupr�,340,SDB106,106/154,2000,82,85,Enercon,E-82,2013/2014,47,36708551,-70,84683061,
6289,Quebec,Seigneurie de Beaupr�,340,SDB107,107/154,2000,82,85,Enercon,E-82,2013/2014,47,36928772,-70,84741225,
6290,Quebec,Seigneurie de Beaupr�,340,SDB108,108/154,2000,82,85,Enercon,E-82,2013/2014,47,37166847,-70,84652679,
6291,Quebec,Seigneurie de Beaupr�,340,SDB109,109/154,2000,82,85,Enercon,E-82,2013/2014,47,34880469,-70,83333449,
6292,Quebec,Seigneurie de Beaupr�,340,SDB110,110/154,2300,70,85,Enercon,E-70,2013/2014,47,34676597,-70,83142849,
6293,Quebec,Seigneurie de Beaupr�,340,SDB111,111/154,2000,82,98,Enercon,E-82,2013/2014,47,35138841,-70,83286601,
6294,Quebec,Seigneurie de Beaupr�,340,SDB112,112/154,2000,82,98,Enercon,E-82,2013/2014,47,3510341,-70,84025614,
6295,Quebec,Seigneurie de Beaupr�,340,SDB113,113/154,2300,70,85,Enercon,E-70,2013/2014,47,35912408,-70,80936715,
6296,Quebec,Seigneurie de Beaupr�,340,SDB114,114/154,2000,82,85,Enercon,E-82,2013/2014,47,35670281,-70,81170039,
6297,Quebec,Seigneurie de Beaupr�,340,SDB115,115/154,2000,82,85,Enercon,E-82,2013/2014,47,35523721,-70,81760635,
6298,Quebec,Seigneurie de Beaupr�,340,SDB116,116/154,2000,82,85,Enercon,E-82,2013/2014,47,35315725,-70,82032897,
6299,Quebec,Seigneurie de Beaupr�,340,SDB117,117/154,2000,82,85,Enercon,E-82,2013/2014,47,35083646,-70,82170467,
6300,Quebec,Seigneurie de Beaupr�,340,SDB118,118/154,2000,82,85,Enercon,E-82,2013/2014,47,3484739,-70,82364573,
6301,Quebec,Seigneurie de Beaupr�,340,SDB119,119/154,2000,82,98,Enercon,E-82,2013/2014,47,36219221,-70,82413137,
6302,Quebec,Seigneurie de Beaupr�,340,SDB120,120/154,2000,82,98,Enercon,E-82,2013/2014,47,36420296,-70,82265007,
6303,Quebec,Seigneurie de Beaupr�,340,SDB121,121/154,2000,82,98,Enercon,E-82,2013/2014,47,36323764,-70,82987995,
6304,Quebec,Seigneurie de Beaupr�,340,SDB122,122/154,2000,82,98,Enercon,E-82,2013/2014,47,36710477,-70,83085373,
6305,Quebec,Seigneurie de Beaupr�,340,SDB123,123/154,2000,82,98,Enercon,E-82,2013/2014,47,37206509,-70,83264716,
6306,Quebec,Seigneurie de Beaupr�,340,SDB124,124/154,2300,70,85,Enercon,E-70,2013/2014,47,41518165,-70,8679127,
6307,Quebec,Seigneurie de Beaupr�,340,SDB125,125/154,2000,82,85,Enercon,E-82,2013/2014,47,41152185,-70,8649132,
6308,Quebec,Seigneurie de Beaupr�,340,SDB126,126/154,2000,82,85,Enercon,E-82,2013/2014,47,40909498,-70,86465204,
6309,Quebec,Seigneurie de Beaupr�,340,SDB127,127/154,2000,82,85,Enercon,E-82,2013/2014,47,4051599,-70,86733946,
6310,Quebec,Seigneurie de Beaupr�,340,SDB128,128/154,2300,70,85,Enercon,E-70,2013/2014,47,39876628,-70,87165304,
6311,Quebec,Seigneurie de Beaupr�,340,SDB129,129/154,2300,70,85,Enercon,E-70,2013/2014,47,40103743,-70,87000083,
6312,Quebec,Seigneurie de Beaupr�,340,SDB130,130/154,2300,70,85,Enercon,E-70,2013/2014,47,40228284,-70,86561439,
6313,Quebec,Seigneurie de Beaupr�,340,SDB131,131/154,2300,70,85,Enercon,E-70,2013/2014,47,39964505,-70,86257586,
6314,Quebec,Seigneurie de Beaupr�,340,SDB132,132/154,2300,70,85,Enercon,E-70,2013/2014,47,39839635,-70,85524726,
6315,Quebec,Seigneurie de Beaupr�,340,SDB133,133/154,2300,70,85,Enercon,E-70,2013/2014,47,39620479,-70,85238849,
6316,Quebec,Seigneurie de Beaupr�,340,SDB134,134/154,2300,70,85,Enercon,E-70,2013/2014,47,39402688,-70,84921752,
6317,Quebec,Seigneurie de Beaupr�,340,SDB135,135/154,2300,70,85,Enercon,E-70,2013/2014,47,39193567,-70,84752556,
6318,Quebec,Seigneurie de Beaupr�,340,SDB136,136/154,2300,70,85,Enercon,E-70,2013/2014,47,38968495,-70,84573324,
6319,Quebec,Seigneurie de Beaupr�,340,SDB137,137/154,2300,70,64,Enercon,E-70,2013/2014,47,38738288,-70,8446344,
6320,Quebec,Seigneurie de Beaupr�,340,SDB138,138/154,2300,70,85,Enercon,E-70,2013/2014,47,38622115,-70,85045117,
6321,Quebec,Seigneurie de Beaupr�,340,SDB139,139/154,2000,82,85,Enercon,E-82,2013/2014,47,37898891,-70,85209651,
6322,Quebec,Seigneurie de Beaupr�,340,SDB140,140/154,2000,82,85,Enercon,E-82,2013/2014,47,37646831,-70,85006091,
6323,Quebec,Seigneurie de Beaupr�,340,SDB141,141/154,2000,82,85,Enercon,E-82,2013/2014,47,37400748,-70,84789765,
6324,Quebec,Seigneurie de Beaupr�,340,SDB142,142/154,2000,82,98,Enercon,E-82,2013/2014,47,39445314,-70,87697361,
6325,Quebec,Seigneurie de Beaupr�,340,SDB143,143/154,2000,82,98,Enercon,E-82,2013/2014,47,38610397,-70,88669204,
6326,Quebec,Seigneurie de Beaupr�,340,SDB144,144/154,2000,82,98,Enercon,E-82,2013/2014,47,38377563,-70,88419497,
6327,Quebec,Seigneurie de Beaupr�,340,SDB145,145/154,2000,82,85,Enercon,E-82,2013/2014,47,38153473,-70,88339006,
6328,Quebec,Seigneurie de Beaupr�,340,SDB146,146/154,2000,82,85,Enercon,E-82,2013/2014,47,37923983,-70,88341494,
6329,Quebec,Seigneurie de Beaupr�,340,SDB147,147/154,2000,82,98,Enercon,E-82,2013/2014,47,37710823,-70,88414583,
6330,Quebec,Seigneurie de Beaupr�,340,SDB148,148/154,2000,82,98,Enercon,E-82,2013/2014,47,37486861,-70,88467492,
6331,Quebec,Seigneurie de Beaupr�,340,SDB149,149/154,2000,82,98,Enercon,E-82,2013/2014,47,37240846,-70,88536963,
6332,Quebec,Seigneurie de Beaupr�,340,SDB150,150/154,2000,82,85,Enercon,E-82,2013/2014,47,37081503,-70,87780909,
6333,Quebec,Seigneurie de Beaupr�,340,SDB151,151/154,2300,70,85,Enercon,E-70,2013/2014,47,37159482,-70,86998295,
6334,Quebec,Seigneurie de Beaupr�,340,SDB152,152/154,2300,70,85,Enercon,E-70,2013/2014,47,36865052,-70,87380941,
6335,Quebec,Seigneurie de Beaupr�,340,SDB153,153/154,2000,82,85,Enercon,E-82,2013/2014,47,37487747,-70,87250116,
6336,Quebec,Seigneurie de Beaupr�,340,SDB154,154/154,2000,82,98,Enercon,E-82,2013/2014,47,38480107,-70,87145944,
6337,Quebec,Rivi?re-du-Moulin,350,RDM1,1/175,2000,82,80,Senvion,MM82,2014/2015,47,89523159,-71,05932827,
6338,Quebec,Rivi?re-du-Moulin,350,RDM2,2/175,2000,82,80,Senvion,MM82,2014/2015,47,89800423,-71,0624247,
6339,Quebec,Rivi?re-du-Moulin,350,RDM3,3/175,2000,92,80,Senvion,MM92,2014/2015,47,90015044,-71,06821535,
6340,Quebec,Rivi?re-du-Moulin,350,RDM4,4/175,2000,92,80,Senvion,MM92,2014/2015,47,91003159,-71,09145792,
6341,Quebec,Rivi?re-du-Moulin,350,RDM5,5/175,2000,82,80,Senvion,MM82,2014/2015,47,9101671,-71,08606065,
6342,Quebec,Rivi?re-du-Moulin,350,RDM6,6/175,2000,92,80,Senvion,MM92,2014/2015,47,91598196,-71,09078984,
6343,Quebec,Rivi?re-du-Moulin,350,RDM7,7/175,2000,92,80,Senvion,MM92,2014/2015,47,91407296,-71,08662388,
6344,Quebec,Rivi?re-du-Moulin,350,RDM8,8/175,2000,92,80,Senvion,MM92,2014/2015,47,90393612,-71,04239852,
6345,Quebec,Rivi?re-du-Moulin,350,RDM9,9/175,2000,92,80,Senvion,MM92,2014/2015,47,90371514,-71,03686979,
6346,Quebec,Rivi?re-du-Moulin,350,RDM10,10/175,2000,82,80,Senvion,MM82,2014/2015,47,90536198,-71,0338631,
6347,Quebec,Rivi?re-du-Moulin,350,RDM11,11/175,2000,82,80,Senvion,MM82,2014/2015,47,90539375,-71,01937084,
6348,Quebec,Rivi?re-du-Moulin,350,RDM12,12/175,2000,92,80,Senvion,MM92,2014/2015,47,90801867,-71,01851768,
6349,Quebec,Rivi?re-du-Moulin,350,RDM13,13/175,2000,92,80,Senvion,MM92,2014/2015,47,91056945,-71,01816063,
6350,Quebec,Rivi?re-du-Moulin,350,RDM14,14/175,2000,92,80,Senvion,MM92,2014/2015,47,91067357,-71,02586093,
6351,Quebec,Rivi?re-du-Moulin,350,RDM15,15/175,2000,92,80,Senvion,MM92,2014/2015,47,9119097,-71,02955075,
6352,Quebec,Rivi?re-du-Moulin,350,RDM16,16/175,2000,92,80,Senvion,MM92,2014/2015,47,91158295,-71,03686331,
6353,Quebec,Rivi?re-du-Moulin,350,RDM17,17/175,2000,92,80,Senvion,MM92,2014/2015,47,91162973,-71,04504834,
6354,Quebec,Rivi?re-du-Moulin,350,RDM18,18/175,2000,92,80,Senvion,MM92,2014/2015,47,91142791,-71,05186708,
6355,Quebec,Rivi?re-du-Moulin,350,RDM19,19/175,2000,92,80,Senvion,MM92,2014/2015,47,91418058,-71,05368793,
6356,Quebec,Rivi?re-du-Moulin,350,RDM20,20/175,2000,92,80,Senvion,MM92,2014/2015,47,91477648,-71,05854212,
6357,Quebec,Rivi?re-du-Moulin,350,RDM21,21/175,2000,92,80,Senvion,MM92,2014/2015,47,91568795,-71,0632735,
6358,Quebec,Rivi?re-du-Moulin,350,RDM22,22/175,2000,92,80,Senvion,MM92,2014/2015,47,91844516,-71,02824872,
6359,Quebec,Rivi?re-du-Moulin,350,RDM23,23/175,2000,92,80,Senvion,MM92,2014/2015,47,91921354,-71,03181525,
6360,Quebec,Rivi?re-du-Moulin,350,RDM24,24/175,2000,92,80,Senvion,MM92,2014/2015,47,91999032,-71,03701737,
6361,Quebec,Rivi?re-du-Moulin,350,RDM25,25/175,2000,82,80,Senvion,MM82,2014/2015,47,92581004,-71,03108305,
6362,Quebec,Rivi?re-du-Moulin,350,RDM26,26/175,2000,82,80,Senvion,MM82,2014/2015,47,92660508,-71,03422203,
6363,Quebec,Rivi?re-du-Moulin,350,RDM27,27/175,2000,92,80,Senvion,MM92,2014/2015,47,92983103,-71,01915586,
6364,Quebec,Rivi?re-du-Moulin,350,RDM28,28/175,2000,82,80,Senvion,MM82,2014/2015,47,92982983,-71,01330356,
6365,Quebec,Rivi?re-du-Moulin,350,RDM29,29/175,2000,92,80,Senvion,MM92,2014/2015,47,92358871,-71,00946603,
6366,Quebec,Rivi?re-du-Moulin,350,RDM30,30/175,2000,92,80,Senvion,MM92,2014/2015,47,92082133,-71,00752954,
6367,Quebec,Rivi?re-du-Moulin,350,RDM31,31/175,2000,82,80,Senvion,MM82,2014/2015,47,92350399,-71,01500631,
6368,Quebec,Rivi?re-du-Moulin,350,RDM32,32/175,2000,92,80,Senvion,MM92,2014/2015,47,92417727,-71,06678345,
6369,Quebec,Rivi?re-du-Moulin,350,RDM33,33/175,2000,92,80,Senvion,MM92,2014/2015,47,92375718,-71,06103222,
6370,Quebec,Rivi?re-du-Moulin,350,RDM34,34/175,2000,92,80,Senvion,MM92,2014/2015,47,92183876,-71,05388148,
6371,Quebec,Rivi?re-du-Moulin,350,RDM35,35/175,2000,92,80,Senvion,MM92,2014/2015,47,92233985,-71,04536371,
6372,Quebec,Rivi?re-du-Moulin,350,RDM36,36/175,2000,92,80,Senvion,MM92,2014/2015,47,92631807,-71,04496145,
6373,Quebec,Rivi?re-du-Moulin,350,RDM37,37/175,2000,82,80,Senvion,MM82,2014/2015,47,93410302,-71,03402436,
6374,Quebec,Rivi?re-du-Moulin,350,RDM38,38/175,2000,82,80,Senvion,MM82,2014/2015,47,93674195,-71,03455688,
6375,Quebec,Rivi?re-du-Moulin,350,RDM39,39/175,2000,82,80,Senvion,MM82,2014/2015,47,93738177,-71,02857858,
6376,Quebec,Rivi?re-du-Moulin,350,RDM40,40/175,2000,82,80,Senvion,MM82,2014/2015,47,93583974,-71,02563721,
6377,Quebec,Rivi?re-du-Moulin,350,RDM41,41/175,2000,92,80,Senvion,MM92,2014/2015,47,94016626,-71,03279643,
6378,Quebec,Rivi?re-du-Moulin,350,RDM42,42/175,2000,92,80,Senvion,MM92,2014/2015,47,94303634,-71,03260727,
6379,Quebec,Rivi?re-du-Moulin,350,RDM43,43/175,2000,92,80,Senvion,MM92,2014/2015,47,94050865,-71,03798789,
6380,Quebec,Rivi?re-du-Moulin,350,RDM44,44/175,2000,92,80,Senvion,MM92,2014/2015,47,94346936,-71,04004967,
6381,Quebec,Rivi?re-du-Moulin,350,RDM45,45/175,2000,92,80,Senvion,MM92,2014/2015,47,93075775,-71,04733262,
6382,Quebec,Rivi?re-du-Moulin,350,RDM46,46/175,2000,82,80,Senvion,MM82,2014/2015,47,93305876,-71,05019488,
6383,Quebec,Rivi?re-du-Moulin,350,RDM47,47/175,2000,92,80,Senvion,MM92,2014/2015,47,93456883,-71,05395536,
6384,Quebec,Rivi?re-du-Moulin,350,RDM48,48/175,2000,82,80,Senvion,MM82,2014/2015,47,93647563,-71,05657287,
6385,Quebec,Rivi?re-du-Moulin,350,RDM49,49/175,2000,82,80,Senvion,MM82,2014/2015,47,93807808,-71,05983297,
6386,Quebec,Rivi?re-du-Moulin,350,RDM50,50/175,2000,92,80,Senvion,MM92,2014/2015,47,93951509,-71,06318641,
6387,Quebec,Rivi?re-du-Moulin,350,RDM51,51/175,2000,92,80,Senvion,MM92,2014/2015,47,94058879,-71,06795083,
6388,Quebec,Rivi?re-du-Moulin,350,RDM52,52/175,2000,92,80,Senvion,MM92,2014/2015,47,94190527,-71,07156919,
6389,Quebec,Rivi?re-du-Moulin,350,RDM53,53/175,2000,92,80,Senvion,MM92,2014/2015,47,9112224,-71,12138294,
6390,Quebec,Rivi?re-du-Moulin,350,RDM54,54/175,2000,92,80,Senvion,MM92,2014/2015,47,91358715,-71,12270109,
6391,Quebec,Rivi?re-du-Moulin,350,RDM55,55/175,2000,92,80,Senvion,MM92,2014/2015,47,91560319,-71,12626424,
6392,Quebec,Rivi?re-du-Moulin,350,RDM56,56/175,2000,92,80,Senvion,MM92,2014/2015,47,91716259,-71,13045306,
6393,Quebec,Rivi?re-du-Moulin,350,RDM57,57/175,2000,92,80,Senvion,MM92,2014/2015,47,92953601,-71,13551706,
6394,Quebec,Rivi?re-du-Moulin,350,RDM58,58/175,2000,92,80,Senvion,MM92,2014/2015,47,92664796,-71,13218759,
6395,Quebec,Rivi?re-du-Moulin,350,RDM59,59/175,2000,92,80,Senvion,MM92,2014/2015,47,92786032,-71,12719337,
6396,Quebec,Rivi?re-du-Moulin,350,RDM60,60/175,2000,92,80,Senvion,MM92,2014/2015,47,92621967,-71,12387561,
6397,Quebec,Rivi?re-du-Moulin,350,RDM61,61/175,2000,92,80,Senvion,MM92,2014/2015,47,92513305,-71,11270205,
6398,Quebec,Rivi?re-du-Moulin,350,RDM62,62/175,2000,92,80,Senvion,MM92,2014/2015,47,93269952,-71,10125566,
6399,Quebec,Rivi?re-du-Moulin,350,RDM63,63/175,2000,92,80,Senvion,MM92,2014/2015,47,9377528,-71,09741791,
6400,Quebec,Rivi?re-du-Moulin,350,RDM64,64/175,2000,92,80,Senvion,MM92,2014/2015,47,93532184,-71,09339409,
6401,Quebec,Rivi?re-du-Moulin,350,RDM65,65/175,2000,82,80,Senvion,MM82,2014/2015,47,93250665,-71,09117277,
6402,Quebec,Rivi?re-du-Moulin,350,RDM66,66/175,2000,92,80,Senvion,MM92,2014/2015,47,93008341,-71,0888319,
6403,Quebec,Rivi?re-du-Moulin,350,RDM67,67/175,2000,92,80,Senvion,MM92,2014/2015,47,93946403,-71,11142178,
6404,Quebec,Rivi?re-du-Moulin,350,RDM68,68/175,2000,92,80,Senvion,MM92,2014/2015,47,94204032,-71,10897088,
6405,Quebec,Rivi?re-du-Moulin,350,RDM69,69/175,2000,92,80,Senvion,MM92,2014/2015,47,94413452,-71,10603603,
6406,Quebec,Rivi?re-du-Moulin,350,RDM70,70/175,2000,82,80,Senvion,MM82,2014/2015,47,95004129,-71,02801453,
6407,Quebec,Rivi?re-du-Moulin,350,RDM71,71/175,2000,92,80,Senvion,MM92,2014/2015,47,95260103,-71,0363582,
6408,Quebec,Rivi?re-du-Moulin,350,RDM72,72/175,2000,92,80,Senvion,MM92,2014/2015,47,95498877,-71,03818247,
6409,Quebec,Rivi?re-du-Moulin,350,RDM73,73/175,2000,92,80,Senvion,MM92,2014/2015,47,95721968,-71,04074037,
6410,Quebec,Rivi?re-du-Moulin,350,RDM74,74/175,2000,92,80,Senvion,MM92,2014/2015,47,950375,-71,04230473,
6411,Quebec,Rivi?re-du-Moulin,350,RDM75,75/175,2000,92,80,Senvion,MM92,2014/2015,47,95226374,-71,04499004,
6412,Quebec,Rivi?re-du-Moulin,350,RDM76,76/175,2000,92,80,Senvion,MM92,2014/2015,47,95396591,-71,04898465,
6413,Quebec,Rivi?re-du-Moulin,350,RDM77,77/175,2000,92,80,Senvion,MM92,2014/2015,47,95678145,-71,05138962,
6414,Quebec,Rivi?re-du-Moulin,350,RDM78,78/175,2000,92,80,Senvion,MM92,2014/2015,47,95512634,-71,06089061,
6415,Quebec,Rivi?re-du-Moulin,350,RDM79,79/175,2000,92,80,Senvion,MM92,2014/2015,47,95800773,-71,06077466,
6416,Quebec,Rivi?re-du-Moulin,350,RDM80,80/175,2000,92,80,Senvion,MM92,2014/2015,47,96065644,-71,06483826,
6417,Quebec,Rivi?re-du-Moulin,350,RDM81,81/175,2000,92,80,Senvion,MM92,2014/2015,47,96500507,-71,06860745,
6418,Quebec,Rivi?re-du-Moulin,350,RDM82,82/175,2000,92,80,Senvion,MM92,2014/2015,47,96707024,-71,07063601,
6419,Quebec,Rivi?re-du-Moulin,350,RDM83,83/175,2000,92,80,Senvion,MM92,2014/2015,47,94572566,-71,05463776,
6420,Quebec,Rivi?re-du-Moulin,350,RDM84,84/175,2000,92,80,Senvion,MM92,2014/2015,47,94628361,-71,06176768,
6421,Quebec,Rivi?re-du-Moulin,350,RDM85,85/175,2000,92,80,Senvion,MM92,2014/2015,47,94827337,-71,06920062,
6422,Quebec,Rivi?re-du-Moulin,350,RDM86,86/175,2000,92,80,Senvion,MM92,2014/2015,47,95051801,-71,07124801,
6423,Quebec,Rivi?re-du-Moulin,350,RDM87,87/175,2000,92,80,Senvion,MM92,2014/2015,47,95604331,-71,01946051,
6424,Quebec,Rivi?re-du-Moulin,350,RDM88,88/175,2000,92,80,Senvion,MM92,2014/2015,47,95871631,-71,02585573,
6425,Quebec,Rivi?re-du-Moulin,350,RDM89,89/175,2000,82,80,Senvion,MM82,2014/2015,47,95921586,-71,03404608,
6426,Quebec,Rivi?re-du-Moulin,350,RDM90,90/175,2000,82,80,Senvion,MM82,2014/2015,47,96131567,-71,03754659,
6427,Quebec,Rivi?re-du-Moulin,350,RDM91,91/175,2000,82,80,Senvion,MM82,2014/2015,47,96526797,-71,04299656,
6428,Quebec,Rivi?re-du-Moulin,350,RDM92,92/175,2000,82,80,Senvion,MM82,2014/2015,47,96776854,-71,0444453,
6429,Quebec,Rivi?re-du-Moulin,350,RDM93,93/175,2000,92,80,Senvion,MM92,2014/2015,47,97014945,-71,04585166,
6430,Quebec,Rivi?re-du-Moulin,350,RDM94,94/175,2000,92,80,Senvion,MM92,2014/2015,47,9670554,-71,05236374,
